           Author,                              Title,Orginal Author,Translator ,Editor ,Editor/Orginal Author ,   Language,    No of pages ,             Publisher,Year of Published,              Category ,Subject,    Price,            ISBN,Book format
"""",22. உதயதாரகை,-,-,-,,தமிழ் ,173,திருவரசு புத்தக நிலையம்,-,நாவல்,குடும்பம் / உறவு,60,-,Paper Back
"""",23. பைல்கள்,-,-,-,,தமிழ் ,-,திருவரசு புத்தக நிலையம்,-,நாவல்,-,40,-,Paper Back
"""",24. சண்டையும் சமாதானமும்,-,-,-,,தமிழ் ,-,திருவரசு புத்தக நிலையம்,-,நாவல்,-,50,-,Paper Back
"""",25. உறவுகள் (திருவரசு புத்தக நிலையம்),-,-,-,,தமிழ் ,456,திருவரசு புத்தக நிலையம்,-,நாவல்,குடும்பம் / உறவு,100,-,Paper Back
"""",26. நீல பத்மநாபனின் 148 கவிதைகள்,-,-,-,,தமிழ் ,166,விருட்சம்,-,கவிதை,-,120,-,Paper Back
"""",27. சிந்தை முட்கள்,-,-,-,,தமிழ் ,78,விருட்சம்,-,கவிதை,-,60,-,Paper Back
"""",28. புதிய தமிழ் இலக்கிய வரலாறு - தொகுதி 2,-,-,-,,தமிழ் ,464,சாகித்திய அகாடெமி,-,கட்டுரை,இலக்கியம்,460,9788126043613,Paper Back
,,,,,,,,,,,,,,
அமரந்தா,1. காலமும் கலையும்,-,-,-,,தமிழ் ,-,நிமிர் வெளியீடு,2024,கட்டுரை,-,400,-,Paper Back
,2. இது வேறு செப்டம்பர் 11,-,-,-,,தமிழ் ,-,நிமிர் வெளியீடு,2024,கட்டுரை,சர்வதேச அரசியல்,120,-,Paper Back
,3. லத்தீன் அமெரிக்காவில் நம்பிக்கைக் கீற்று,-,-,-,,தமிழ் ,-,பன்மை வெளி,2024,வரலாறு,-,200,-,Paper Back
,4. காஸ்த்ரோவின் கூபாவும் லத்தின் அமெரிக்க மார்க்சியமும்,-,-,-,,தமிழ் ,260,பன்மை வெளி,2024,வரலாறு,சுகந்திரம் / பாதுகாப்பு,250,-,Paper Back
Translation ,5. அடுப்பில் பிறந்த பூனை,-,அமரந்தா,-,,தமிழ் ,-,போதி வனம்,2023,"சிறுகதை,மொழிபெயர்ப்பு",-,550,9788196568207,Paper Back
Translation ,6. மலைகள் நம்மிடம் திரும்பிவிடும்,ஃபிடல் காஸ்ட்ரோ,அமரந்தா,-,,தமிழ் ,-,நிமிர் வெளியீடு,2023,"நேர்காணல்,மொழிபெயர்ப்பு",-,180,-,Paper Back
Translation ,7. ஒதுக்கப்பட்டவர்கள் (போதி வனம்),மகாசுவேதா தேவி,அமரந்தா,-,,தமிழ் ,200,போதி வனம்,2021,"சிறுகதை,மொழிபெயர்ப்பு",பிற,250,9789380690827,Paper Back
Translation ,8. குமரப்பாவிடம் கேட்போம்,ஜே.சி.குமரப்பா,அமரந்தா,-,,தமிழ் ,96,பரிசல்,2019,கட்டுரை,பொருளாதாரம்,100,-,Paper Back
translation ,9. சொர்க்கத்தின் அருகிலிருந்து வந்தவன் (HB),-,அமரந்தா,-,,தமிழ் ,408,காலக்குறி,2017,"சிறுகதை,மொழிபெயர்ப்பு",பிற,450,-,Paper Back
translation ,10. நிழல்களின் உரையாடல் ,மார்த்தா த்ராபா,அமரந்தா,-,,தமிழ் ,240,காலக்குறி,2017,"நாவல்,மொழிபெயர்ப்பு",பிற,250,-,Paper Back
,11. வலி,-,-,-,,தமிழ் ,120,சந்தியா பதிப்பகம்,2017,சிறுகதை,பெண்கள்,120,-,Paper Back
Translation ,12. சிலுவையில் தொங்கும் சாத்தான்,கூகி வா தியாங்கோ,அமரந்தா,-,,தமிழ் ,432,எதிர் வெளியீடு,2016,"நாவல்,மொழிபெயர்ப்பு",காலனிய நீக்கம்,550,-,Paper Back
Translation ,13. வியப்பூட்டும் கூபா,எமிலி மோரிஸ்,அமரந்தா,-,,தமிழ் ,80,தடாகம் வெளியீடு,2016,"கட்டுரை,மொழிபெயர்ப்பு",மார்க்சியம்,60,9788193269169,Paper Back
