      Author,                              Title,Orginal Author,Translator ,Editor ,Editor/Orginal Author ,   Language,    No of pages ,             Publisher,Year of Published,              Category ,Subject,    Price,            ISBN,Book format
மொழிபெயர்ப்பு:‌நிர்மால்யா,6.மனிதனுக்கு ஒரு முன்னுரை,,,,மூலம்: சுபாஷ் சந்திரன்,தமிழ்,,சாகித்திய அகாடெமி,"2,020",நாவல்,-,410,9789390000000,paperback
மொழிபெயர்ப்பு:‌நிர்மால்யா,"7.பஷீர்: தனிமையில்
பயணிக்கும் துறவி",,,,மூலம்: பேரா. எம். கே. ஸாநு,தமிழ்,336,சாகித்திய அகாடெமி,"2,016",மொழிபெயர்ப்பு,இலக்கியம்,355,9788130000000,paperback
மொழிபெயர்ப்பு:‌நிர்மால்யா,8.பெருமரங்கள் விழும்போது,,,,மூலம்: என். எஸ். மாதவன்,தமிழ்,168,காலச்சுவடு,"2,012",சிறுகதை,-,-,9789380000000,paperback
மொழிபெயர்ப்பு:‌நிர்மால்யா,9ஆலஹாவின் பெண் மக்கள்,,,,மூலம்: சாரா ஜோசப்,தமிழ்,214,சாகித்திய அகாடெமி,-,நாவல்,-,130,812602464x,paperback
மொழிபெயர்ப்பு:‌நிர்மால்யா,"10.கண்ணீரின் இனிமை
(ஓர் பதிப்பாளரின் கதை)",,,,மூலம்: என். இ. பாலகிருஷ்ணா,தமிழ்,,கவிதா பப்ளிகேஷன்,-,வாழ்க்கை வரலாறு,-,125,-,paperback
மொழிபெயர்ப்பு:‌நிர்மால்யா,11.யாழ்ப்பாணப் புகையிலை,,,,மூலம்: காக்கநாடன்,தமிழ்,160,சாகித்திய அகாடெமி,-,சிறுகதை,-,85,9788130000000,paperback
,,,,,,,,,,,-,,,paperback
தி. ஜானகிராமன்,1.அடுத்த வீடு ஐம்பது மைல்,,,,-,தமிழ்,80,காலச்சுவடு,"2,023",பயணக்குறிப்பு,-,130,9788120000000,paperback
"""",2.உதய சூரியன்,,,,-,தமிழ்,128,காலச்சுவடு,"2,023",பயணக்குறிப்பு,-,175,9789360000000,paperback
"""",3.பாயசம்,,,,-,தமிழ்,-,காலச்சுவடு,"2,022",சிறுகதை,-,-,-,paperback
"""",4.தி. ஜானகிராமன் கட்டுரைகள்,,,,தொகுப்பு: சுகுமாரன்,தமிழ்,-,காலச்சுவடு,"2,021",கட்டுரை,-,290,9789360000000,paperback
"""",5.தி. ஜானகிராமனின் தேர்ந்தெடுத்த சிறுகதைகள்,,,,தொகுப்பு: மாலன்,தமிழ்,288,சாகித்திய அகாடெமி,"2,021",சிறுகதை,-,240,9789390000000,paperback
"""",6.கச்சேரி,,,,தொகுப்பு: சுகுமாரன்,தமிழ்,-,காலச்சுவடு,"2,020",சிறுகதை,-,325,-,paperback
"""",7.அன்பே ஆரமுதே (காலச்சுவடு),,,,-,தமிழ்,456,காலச்சுவடு,"2,019",நாவல்,-,525,-,paperback
"""",8.அமிர்தம் (காலச்சுவடு),,,,-,தமிழ்,176,காலச்சுவடு,"2,019",நாவல்,-,220,9789390000000,paperback
"""",9.கருங்கடலும் கலைக்கடலும்,,,,-,தமிழ்,,காலச்சுவடு,"2,018",பயணக்குறிப்பு,-,200,,paperback
"""",10.அடி,,,,-,தமிழ்,120,காலச்சுவடு,"2,017",நாவல்,-,140,9789390000000,paperback
"""",11.மலர் மஞ்சம்,,,,-,தமிழ்,600,காலச்சுவடு,"2,017",நாவல்,பெண்கள்,725,9789350000000,paperback
"""","12. ஜானகிராமன்
குறுநாவல்கள் (முழுத்தொகுப்பு)",,,,-,தமிழ்,336,காலச்சுவடு,"2,017",நாவல்,-,420,9789390000000,paperback
"""",13.அபூர்வ மனிதர்கள்,,,,-,தமிழ்,104,காலச்சுவடு,"2,016",கட்டுரை,-,125,9789350000000,paperback
"""",14.சிவப்பு ரிக்க்ஷா,,,,-,தமிழ்,176,காலச்சுவடு,"2,016",சிறுகதை,-,200,9789350000000,paperback
"""",15.மரப்பசு,,,,-,தமிழ்,256,காலச்சுவடு,"2,016",நாவல்,பெண்கள்,320,9789350000000,paperback
"""",16.உயிர்த் தேன்,,,,-,தமிழ்,272,காலச்சுவடு,"2,016",நாவல்,பெண்கள்,350,9789350000000,paperback
"""",17.நளபாகம்,,,,-,தமிழ்,320,காலச்சுவடு,"2,016",நாவல்,-,390,9789350000000,paperback
"""",18.கொட்டு மேளம்,,,,-,தமிழ்,184,காலச்சுவடு,"2,015",சிறுகதை,-,225,9789380000000,paperback
"தி. ஜானகிராமன்,
சிட்டி பெ. கோ. சுந்தரராஜன்","19.நடந்தாய்; வாழி, காவேரி!",,,,-,தமிழ்,288,காலச்சுவடு,"2,014",பயணக்குறிப்பு,தமிழ்நாடு,370,9788190000000,paperback
"""",20.தி. ஜானகிராமன் சிறுகதைகள்,,,,தொகுப்பு: சுகுமாரன்,தமிழ்,"1,128",காலச்சுவடு,"2,014",சிறுகதை,-,"1,790",9789380000000,paperback
"""",21.செம்பருத்தி,,,,-,தமிழ்,512,காலச்சுவடு,"2,013",நாவல்,பெண்கள்,600,9789380000000,paperback
"""",22.மோக முள்,,,,-,தமிழ்,664,காலச்சுவடு,"2,012",நாவல்,காதல்,790,9789380000000,paperback
"""",23.சக்தி வைத்தியம்,,,,-,தமிழ்,184,ஐந்திணை பதிப்பகம்,"2,011",சிறுகதை,-,80,-,paperback
"""",24.அமிர்தம்,,,,-,தமிழ்,192,ஐந்திணை பதிப்பகம்,"2,011",நாவல்,-,100,-,paperback
"""",25.அம்மா வந்தாள்,,,,-,தமிழ்,184,காலச்சுவடு,"2,011",நாவல்,குடும்பம் / உறவு,230,9789380000000,paperback
"""",26.அன்பே ஆரமுதே,,,,-,தமிழ்,532,ஐந்திணை பதிப்பகம்,"2,007",நாவல்,-,165,-,paperback
"""",27.சிலிர்ப்பு,,,,-,தமிழ்,368,காலச்சுவடு,"2,006",நாவல்,-,450,9789380000000,paperback
"மொழிபெயர்ப்பு:‌
தி. ஜானகிராமன்",28.அன்னை,,,,மூலம்: கிரேஸியா டெலடா,தமிழ்,160,தமிழினி,"1,999",நாவல்,பெண்கள்,120,-,paperback
"மொழிபெயர்ப்பு:‌
தி. ஜானகிராமன்",29.குள்ளன்,,,,மூலம்: பார் லாகர்க்விஸ்ட்,தமிழ்,160,வ. உ. சி. நூலகம்,"2,006",நாவல்,-,75,-,paperback
"மொழிபெயர்ப்பு:‌
தி. ஜானகிராமன்",30.பூமி எனும் கோள்,,,,மூலம்: ஜார்ஜ் கேமாவ்,தமிழ்,268,நியூசெஞ்சுரி புக் ஹவுஸ்,"2,011",-,அறிவியல் / தொழில்நுட்பம்,125,9788120000000,paperback
,,,,,,,,,,,,,,
க. மோகனரங்கன்,1.நினைவாலணையும் முகம்,,,,          -,தமிழ்,                 -,தமிழினி,"2,025",கவிதை,                 -,110,                 -,Paperback
"    """,2.கல்லாய் பிழை ,,,,                 -,தமிழ் ,                 -,தமிழினி,"2,021",கவிதை,பிற,100,9788187643470,Paperback
"    """,3.மீகாமம் ,,,,                 -,தமிழ்,48,தமிழினி ,"2,014",கவிதை ,பிற ,50,                 -,paperback
"    """,4.அன்பின் ஐந்தினை,,,,                 -,தமிழ்,                 -,தமிழினி ,                 -,,                 -,160,                 -,Paperback
"    """,5.இடம் பெயர்ந்த கடல்,,,,                 -,தமிழ்,                 -,தமிழினி,                 -,கவிதை,                 -,35,                 -,paperback 
"மொழிபெயர்ப்பு:
க.மோகனரங்கன்",6.உன்னைக் கவிதையாக மாற்றுக்கின்றவன்,,,,                 -,தமிழ்,                 -,தமிழினி,"2,025",கவிதை,                 -,200,                 -,paperback 
"""",7.பாயக் காத்திருக்கும் ஓநாய் ,,,,மூலம்: அப்பாஸ் கியரோஸ்தமி,தமிழ்,136,நூல் வனம்,"2,024","கவிதை,மொழிபெயர்ப்பு",                 -,200,9788197698828,paperback 
"""",8.நீரின் திறவுகோல்,,,,                 -,தமிழ் ,                 -,தமிழினி,"2,022","கவிதை,மொழிபெயர்ப்பு",பிற ,220,                 -,paperback 
"""",9.அங்கே சொற்களுக்கு அவசியமில்லை ,,,,                 -,தமிழ்,                 -,தமிழினி,"2,022","கவிதை,மொழிபெயர்ப்பு",காதல்,110,                 -,paperback 
"""",10.இதயங்களின் உதவியாளர்,,,,                 -,தமிழ் ,                 -,நூல் வனம்,"2,023",கவிதை,                 -,250,9788194762679,paperback 
" """,11.உயிராசை,,,,                 -,தமிழ்,                 -,வாசகசாலை ,"2,025",சிறுகதை ,                 -,150,                 -,paperback 
"மொழிபெயர்ப்பு:
க.மோகனரங்கன்",12.நீலமணிக் கிண்ண நீரில் தோன்றும் நிலா,,,,மூலம்: சத்ஸயி பிஹாரி,தமிழ்,                 -,தமிழினி,"2,019","கவிதை,மொழிபெயர்ப்பு",காதல் ,100,                 -,paperback 
"""",13.குரங்கு வளர்க்கும் பெண்,,,,                 -,தமிழ்,                 -,தமிழினி,"2,018","சிறுகதை,மொழிபெயர்ப்பு",பிற,140,                 -,paperback 
"மொழிபெயர்ப்பு:
க.மோகனரங்கன்",14.வீட்டின் மிக அருகில் மிகப்பெரும் நீர்ப்பரப்பு,,,,மூலம்: ரேமண்ட் கார்வர்,தமிழ்,                 -,காலச்சுவடு,"2,015","சிறுகதை,மொழிபெயர்ப்பு",பிற,224,9789382033059,paperback 
,,,,,,,,,,,,,,
"
 கௌரி கிருபானந்தன்",,,,,,,,,,,,,,
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",1.கமலா பி.ஏ ,,,,மூலம்: ரங்கநாயகம்மா,தமிழ் ,128,பாரதி புத்தகாலயம் ,"2,024",-,-,130,             -,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",2. மாலை நேரத்து விடியல்,,,,மூலம்: பி.சத்யவதி,தமிழ் ,-,காலச்சுவடு,"2,023","சிறுகதை,மொழிபெயர்ப்பு",-,200,9788119034284,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",3.சா.சோ.வின் தேர்ந்தெடுத்த சிறுகதைகள்,,,,மூலம்: சாண்டி சோமயாஜூலு,தமிழ் ,208,சாகித்திய அகாடெமி ,"2,019","சிறுகதை,மொழிபெயர்ப்பு",பிற ,195,             -,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",4. சிறகுகள் ,,,,மூலம்: ஓல்கா ,தமிழ் ,160,பாரதி புத்தகாலயம் ,"2,018","நாவல்,மொழிப்பெயர்ப்பு",-,150,             -,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",5.இதய வாசல் ,,,,மூலம்:யத்தனபூடி சுலோச்சனா ராணி,தமிழ் ,280,சிக்ஸ்த் சென்ஸ் பப்ளிகேஷன்ஸ்,"2,015","நாவல்,மொழிப்பெயர்ப்பு",காதல்,199,978-93-82578-70-3,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",6. புஷ்பாஞ்சலி,,,,மூலம்:யத்தனபூடி சுலோச்சனா ராணி,தமிழ் ,248,சிக்ஸ்த் சென்ஸ் பப்ளிகேஷன்ஸ்,"2,015","நாவல்,மொழிப்பெயர்ப்பு",பிற ,199,9789382578697,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",7. சீதா(வின்) பதி ,,,,மூலம்:யத்தனபூடி சுலோச்சனா ராணி,தமிழ் ,312,சிக்ஸ்த் சென்ஸ் பப்ளிகேஷன்ஸ்,"2,015","நாவல்,மொழிப்பெயர்ப்பு",பிற,250,9789382578772,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",8.சொப்பன சுநதரி,,,,மூலம்:யத்தனபூடி சுலோச்சனா ராணி,தமிழ் ,384,சிக்ஸ்த் சென்ஸ் பப்ளிகேஷன்ஸ்,"2,015","நாவல்,மொழிப்பெயர்ப்பு",பிற ,299,9789382578710,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",9. பலார்ஷாவிலிருந்து நாக்பூருக்கு ,,,,மூலம்:யத்தனபூடி சுலோச்சனா ராணி,தமிழ்,120,காலச்சுவடு,"2,015","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,150,9789380240787,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",10. ஆளற்ற பாலம்,,,,மூலம்: கொண்டபல்லி கொடேஸ்வரம்மா ,தமிழ் ,272,காலச்சுவடு,"2,015","தன்வரலாறு, வாழ்க்கை வரலாறு ","பெண்கள்,மார்க்சியம்",325,978938461252,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",11.தொடுவானம் தொட்டுவிடும் தூரம்,,,,மூலம்: ஓல்கா ,தமிழ் ,174,பாரதி புத்தகாலயம் ,"2,013",நாவல் ,-,160,9789383661671,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",12. சுஜாதா ,,,,மூலம்: ஓல்கா,தமிழ் ,176,பாரதி புத்தகாலயம் ,"2,013",நாவல் ,-,140,9689383661633,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",13. மீட்சி ,,,,மூலம்: ஓல்கா,தமிழ் ,112,பாரதி புத்தகாலயம் ,"2,013","சிறுகதை,மொழிப்பெயர்ப்பு",பிற ,110,9789382826255,paperback 
"மொழிபெயர்ப்பு:
 கௌரி கிருபானந்தன்",14. உள் முகம் (முழு நீள நாவல்),,,,மூலம்: சாய் பிரம்மானந்தம் கொர்தி ,தமிழ் ,202,மணிமேகலை பிரசுரம்,-,நாவல்,-,130,-,paperback 
,,,,,,,,,,,,,,
ஆன்டன் செக்கோவ் ,1.ஆன்டன் செகாவ் குறுநாவல்கள்,,,,"மொழிபெயர்ப்பு:
ரா.கிருஷ்ணையா",தமிழ் ,200,Rhythm book distributers,"2,024",நாவல்,-,200,9789393724939,paperback 
,2.ஆன்டன் செகாவ் கதைகள் ,,,,"மொழிபெயர்ப்பு:
எம்.கோபாலகிருஷ்ணன்",தமிழ் ,-,நூல் வனம் ,"2,021","சிறுகதை,மொழிப்பெயர்ப்பு",-,250,9788193373634,hardcover 
"""",3.ஆன்டன் செகாவ் சிறுகதைகள் ,,,,-,தமிழ் ,-,பாரதி புத்தகாலயம் ,"2,021","சிறுகதை,மொழிப்பெயர்ப்பு",-,125,            -,paperback 
"""",4. செகாவ் கதைகள்(தமிழினி),,,,"மொழிபெயர்ப்பு:
க.ரத்னம்",தமிழ்,-,தமிழினி ,"2,025","சிறுகதை,மொழிப்பெயர்ப்பு",-,-,-,paperback 
"""",5.நிச்சயிக்கப்பட்ட பெண்,,,,"
மொழிபெயர்ப்பு:
எம்.கோபாலகிருஷ்ணன்",தமிழ்,48,நூல் வனம் ,"2,024","சிறுகதை,மொழிப்பெயர்ப்பு",-,50,9788197698811,paperback 
"""",6. பலப் பரீட்சை,,,,"மொழிபெயர்ப்பு:
ச.சுப்பாராவ்",தமிழ்,176,பாரதி புத்தகாலயம் ,"2,024","நாவல்,மொழிப்பெயர்ப்பு",-,190,-,paperback 
"""",7. என் வாழ்க்கை ,,,,"மொழிபெயர்ப்பு:
ச.சுப்பாராவ்",தமிழ்,144,பாரதி புத்தகாலயம் ,"2,024",நாவல்,-,150,-,paperback 
"""",8.தலைப்பில்லாத ஒரு கதை,,,,"மொழிபெயர்ப்பு:
ச.சுப்பாராவ்",தமிழ்,128,பாரதி புத்தகாலயம் ,"2,024","சிறுகதை,மொழிப்பெயர்ப்பு",-,130,-,paperback 
"""",9.6வது வார்டு,,,,"மொழிபெயர்ப்பு:
ரா.கிருஷ்ணையா",தமிழ்,104,Rhythm book distributers,"2,024","சிறுகதை,மொழிப்பெயர்ப்பு",-,110,9789393724854,paperback 
"""",10.மூன்று ஆண்டுகள் (ரிதம் பூக்),,,,"மொழிபெயர்ப்பு:
ரா.கிருஷ்ணையா",தமிழ்,152,Rhythm book distributers,"2,024","நாவல்,மொழிப்பெயர்ப்பு",-,160,9789393724793,paperback 
"""",11.சிறுவர்கள்,,,,"மொழிபெயர்ப்பு:
எம்.கோபாலகிருஷ்ணன்",தமிழ்,32,வானம் பதிப்பகம்,"2,024","சிறுவர் கதை,மொழிப்பெயர்ப்பு",-,50,-,paperback 
"""",12.செகாவ் கதைகள் ,,,,"மொழிபெயர்ப்பு:
வானதி",தமிழ்,352,கிழக்கு பதிப்பகம்,"2,023","சிறுகதை,மொழிப்பெயர்ப்பு",இலக்கியம் ,400,9788196413002,paperback 
"""",13.பேட்ச் எனும் நாய்க்குட்டி,,,,"மொழிபெயர்ப்பு:
எம்.கோபாலகிருஷ்ணன்",தமிழ்,24,வானம் பதிப்பகம்,"2,023","சிறுவர் கதை,மொழிப்பெயர்ப்பு",-,50,-,paperback 
"""",14.மூன்று ஆண்டுகள்,,,,-,தமிழ் ,-,நற்றிணை பதிப்பகம்,"2,022","நாவல்,மொழிப்பெயர்ப்பு",-,150,-,paperback 
"""",15. மரேய் எனும் குடியானவன்,,,,"மொழிபெயர்ப்பு:
எம். ஏ. சுசீலா",தமிழ்,-,நற்றிணை பதிப்பகம் ,"2,022","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,150,9788194966012,paperback 
"""",16.6வது வார்டு ,,,,-,தமிழ்,-,நூல் வனம்,"2,022","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,210,-,hardcover 
"""",17. செகாவ் சிறுகதைகள்,,,,"மொழிபெயர்ப்பு:
சந்தியா நடராஜன்",தமிழ்,-,சந்தியா பதிப்பகம் ,"2,021","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,250,-,paperback 
"""",18.மூன்று ஆண்டுகள்,,,,-,தமிழ்,160,எதிர் வெளியீடு,"2,021","நாவல்,மொழிப்பெயர்ப்பு",பிற,180,-,paperback 
"""",19.The Greatest sshort stories of anton chekhov:A collection of Fifty stories ,,,,"மொழிபெயர்ப்பு:
Constance Garnett",English ,624,Fingerprint publishing ,"2,019",short stories ,-,299,9789389717105,paperback 
"""",20.Best Short Stories Of Anton Chekov,,,,-,English ,252,Jaico Publishing House ,"2,016",Short stories ,-,299,9788184958546,paperback 
"""",21. மனப்பிராந்தி ,,,,"மொழிபெயர்ப்பு:
க.ரத்னம்",தமிழ்,128,தமிழினி,"2,014","சிறுகதை,மொழிப்பெயர்ப்பு",-,140,-,paperback 
"""",22. ஆறாவது வார்டு, ,,,"மொழிபெயர்ப்பு:
ரா.கிருஷ்ணையா",தமிழ்,88,பாரதி புத்தகாலயம் ,"2,013",நாவல்,-,70,-,paperback 
"""",23. அன்டன் செகாவ் கதைகள்,,,,"மொழிபெயர்ப்பு:
எம்.எஸ்",தமிழ்,-,பாதரசம் ,"2,012","சிறுகதை,மொழிப்பெயர்ப்பு",பிற ,140,-,paperback 
"""",24. அந்தோன் செகவ்:சிறுகதைகளும் குருநாவல்களும் ,,,,-,தமிழ்,320,எதிர் வெளியீடு ,"2,012","நாவல், சிறுகதை ",பிற ,350,-,paperback 
"""",25.Five Comic One-Act Plays,,,,,English ,80,Harper Collins,"1,999",Drama,-,150,9780486408873,paperback 
"""",26.Uncle Vanya,,,,,English ,64,Harper Collins,"1,998",Novel,Family / Relationship,125,9780486401591,paperback 
"""",27.வாழ்க்கை ஒரு பலப் பரீட்சை,,ச. சுப்பாராவ்,,, தமிழ்,-,பாரதி புக் ஹவுஸ்,-,"நாவல்,மொழிப்பெயர்ப்பு",-,250,-,paperback 
"""",28.அந்தோன் செகாவ்: சிறுகதைகளும் குறுநாவல்களும்,," பூ. சோமசுந்தரம், ரா. கிருஷ்ணய்யா , ச. சுப்பாராவ்",,,தமிழ்,-,பாரதி புத்தகாலயம்,-,"சிறுகதை,மொழிப்பெயர்ப்பு",-,310,-,paperback 
,,,,,,,,,,,,,,
 சு.ஆ.வெங்கட சுப்புராய நாயகர்,,,,,,,,,,,,,,
"மொழிபெயர்ப்பு:
சு.ஆ.வெங்கட சுப்புராய நாயகர்",1.அயலான்,,,,மூலம்: ஆல்பெர் காம்யு,தமிழ்,-,காலச்சுவடு,"2,024","நாவல்,மொழிப்பெயர்ப்பு",-,170,9789361101341,paperback 
"""",2. பெருந்தொற்று ,,,,மூலம்: ஆல்பெர் காம்யு,தமிழ்,368,காலச்சுவடு,"2,013","நாவல்,மொழிப்பெயர்ப்பு",க்ளாசிக்ஸ்,450,9788119034161,paperback 
"""",3.இல்லறவாசிகள் ,,,,மூலம்: தாஹர் பென் ஜூலோவ்ன் ,தமிழ்,-,தடாகம் வெளியீடு ,"2,023","நாவல்,மொழிப்பெயர்ப்பு",-,450,9789393361202,paperback 
"""",4.எங்கள் சிறந்த வாடிக்கையாளருக்கு,,,,-,தமிழ்,180,அகநாழிகை பதிப்பகம் ,"2,023","சிறுகதை,மொழிப்பெயர்ப்பு",-,240,9788196257217,paperback 
"""",5. தண்டனை ,,,,மூலம்: தாஹர் பென் ஜூலோவ்ன் ,தமிழ்,-,தடாகம் வெளியீடு ,"2,022","நாவல்,மொழிப்பெயர்ப்பு",பிற,200,9789393361141,paperback 
"""",6. வீழ்ச்சி ,,,,மூலம்: ஆல்பெர் காம்யு,தமிழ்,-,காலச்சுவடு ,"2,021","நாவல்,மொழிப்பெயர்ப்பு",பிற,175,9789391093648,paperback 
"""",7. உல்லாசத் திருமணம்,,,,மூலம்: தாஹர் பென் ஜூலோவ்ன் ,தமிழ்,-,தடாகம் வெளியீடு ,"2,020","நாவல்,மொழிப்பெயர்ப்பு",பிற,300,-,paperback 
"""",8. வாழ்வு...இறப்பு...வாழ்வு ,,,,மூலம்: எரிக் ஒர்சேனா ,தமிழ்,-,தடாகம் வெளியீடு ,"2,020","மொழிப்பெயர்ப்பு,வாழ்க்கை வரலாறு ",கலை,180,-,paperback 
"மொழிபெயர்ப்பு:
சு.ஆ.வெங்கட சுப்புராய நாயகர்",9.ஆன்டன் செகாவ் ஆகச் சிறந்த கதைகள் ,,,,-,தமிழ்,104,தடாகம் வெளியீடு ,"2,019","சிறுகதை,மொழிப்பெயர்ப்பு",-,120,9789388627108,paperback 
"மொழிபெயர்ப்பு:
சு.ஆ.வெங்கட சுப்புராய நாயகர்",10. விரும்பத்தக்க உடல் ,,,,மூலம்: உய்பெர் அசாத் ,தமிழ்,136,காலச்சுவடு,"2,019","நாவல்,மொழிப்பெயர்ப்பு",பிற,150,-,paperback 
"""",11. சூறாவளி ,,,,மூலம்: லெ கிளெஸியோ,தமிழ்,112,காலச்சுவடு,"2,016","நாவல்,மொழிப்பெயர்ப்பு","குடும்பம்/உறவு, பெண்கள் ",225,9789384641382,paperback 
"""",12. அப்பாவின் துப்பாக்கி ,,,,மூலம்: ஹினேர் சலீம்,தமிழ்,112,காலச்சுவடு ,"2,013","நாவல்,மொழிப்பெயர்ப்பு,தன்வரலாறு ",சுயநிர்ணய உரிமை ,150,9789381969809,paperback 
"""",13. ஃபுக்குஷிமா: ஒரு பேரழிவின் கதை,,,,மூலம்:மிக்கேயில் ஃபெரியே ,தமிழ்,260,தடாகம் வெளியீடு,"2,012","கட்டுரை,மொழிப்பெயர்ப்பு",சூழலியல்,260,9788193269176,paperback 
"""",14. கலகம் செய்யும் இடது கை ,,,,-,தமிழ்,128,நற்றிணை பதிப்பகம் ,"2,012","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,90,9788192366883,paperback 
"""",15. கடவுள் கற்ற பாடம்,,,,-,தமிழ் ,111,நற்றிணை பதிப்பகம்,"2,011","சிறுகதை,மொழிப்பெயர்ப்பு",பிற,90,9789382648413,paperback 
,,,,,,,,,,,,,,
 கேப்ரியல் கார்சியா மார்க்கேஸ்,1. காலரா காலத்தில் காதல்,,,,"மொழிபெயர்ப்பு:
மா.அண்ணாதுரை",தமிழ்,-,காலச்சுவடு,"2,024","நாவல்,மொழிப்பெயர்ப்பு",-,590,9789361105869,paperback 
"""",2. அந்திராகம் ,,,,"மொழிபெயர்ப்பு:
ஜி. குப்புசாமி ",தமிழ்,-,வம்சி புக்ஸ் ,"2,021","சிறுகதை, திரைக்கதை, நாட்குறிப்பு/
நினைவுக்குறிப்பு,மொழிபெயர்ப்பு",பிற,150,-,paperback 
"""",3. குரலின் வலிமை ,,,,"மொழிபெயர்ப்பு:
அ. முத்துகிருஷ்ணன் ",தமிழ்,32,வாசல் பதிப்பகம் ,"2,017",-,-,25,-,paperback 
"""",4.முன்கூறப்பட்ட சாவின் சரித்திரம்,,,,"மொழிபெயர்ப்பு:
அருமை செல்வம்,அசதா",தமிழ்,96,காலச்சுவடு,"2,016","நாவல்,மொழிப்பெயர்ப்பு",பிற,195,9789352440474,paperback 
"""",5.தனிமையின் நூறு ஆண்டுகள்,,,,"மொழிபெயர்ப்பு:
சுகுமாரன், ஞாலன் சுப்பிரமணியன்",தமிழ்,408,காலச்சுவடு,"2,013","நாவல்,மொழிப்பெயர்ப்பு",பிற ,550,9789381969700,paperback 
"""",6. பெரிய சிறகுடைய ஒரு வயோதிக மனிதன்,,,,"தொகுப்பு:
பரிசை துரைசாமி கண்ணப்ப தம்பிரான்",தமிழ்,84,போதி வனம்,"2,011",நாடகம்,பிற,120,-,paperback 
"""",7.The General in His Labyrinth (penguin fiction),,,,-,English ,288,Penguin Random House ,"2,000",Noval ,Miscellaneous ,399,9780140245295,paperback 
"""",8.Collected Stories ,,,,-,English ,304,Penguin Random House ,"2,000",-,-,399,9780140157567,paperback 
"""",9. Chronical of a death foretold ,,,,-,English ,122,Penguin Random House ,"2,000",-,English Literature ,250,9780140157543,paperback 
"""",10.Autumn of the Patriarch,,,,-,English ,232,Penguin Random House ,"2,000",-,English Literature ,299,9780140157536,paperback 
"""",11.Love in the time of Cholera ,,,,-,English ,368,Penguin Random House ,"1,998",-,English Literature ,399,9780140123890,paperback 
"""",12.One hundred years of solitude ,,,,-,English ,432,Penguin Random House ,"1,996",Novel ,-,399,9780140157512,paperback 
"""",13.The stories of a shipwrecked sailor ,,,,-,English ,128,Penguin Random House ,"1,996",Novel ,-,199,9780140157550,paperback 
"""",14.Innocent Erendira and other stories ,,,,-,English ,192,Penguin Random House ,"1,996",-,-,299,9780140157529,paperback 
"""",15.Of love and other demons ,,,,-,English ,176,Penguin Random House ,"1,996",-,English Literature ,250,9780140246315,paperback 
"""",16.No one writes to the colonel,,,,-,English ,80,Penguin Random House ,"1,996",-,English Literature ,225,9780140157499,paperback 
"""",17.Strange Pilgrims,,,,-,English ,208,Penguin Random House ,"1,994",-,-,250,9680140231069,paperback 
"""",18.The general in his labyrinth ,,,,-,English ,285,Penguin Random House ,"1,991",Novel ,-,399,9780140245295,paperback 
,,,,,,,,,,,,,,
வி.எஸ்.காண்டேகர்,1. யயாதி (இரண்டு பாகங்கள்),,,,"மொழிபெயர்ப்பு:
கா. ஶ்ரீ. ஶ்ரீ ",தமிழ்,695,அல்லயன்ஸ் ,"2,013","நாவல்,மொழிப்பெயர்ப்பு",பிற ,310,-,paperback 
,,,,,,,,,,,,,,
"
கா. ஶ்ரீ. ஶ்ரீ:",,,,,,,,,,,,,,
"
மொழிபெயர்ப்பு: கா. ஶ்ரீ. ஶ்ரீ:",1. பகவான் புத்தர்(சாகித்திய அகாடெமி ),,,,மூலம்: தர்மானந்த கோசாம்பி,தமிழ்,336,சாகித்திய அகாடெமி ,-,மொழிப்பெயர்ப்பு,-,270,9789387567351,paperback 
,,,,,,,,,,,,,,
இஸ்மத் சுக்தாய்,1.வார்த்தைகளில் ஒரு வாழக்கை ,,,,"மொழிபெயர்ப்பு:
சசிகலா பாபு",தமிழ்,404,எதிர் வெளியீடு ,"2,018","மொழிப்பெயர்ப்பு,தன்வரலாறு ","இலக்கியம், பெண்கள் ",400,978987333154,paperback 
