           Author,                              Title,Orginal Author,Translator ,Editor ,Editor/Orginal Author ,   Language,    No of pages ,             Publisher,Year of Published,              Category ,Subject,    Price,            ISBN,Book format
"""",6.நயனக் கொள்ளை,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2023,சிறுகதை,-,175,9789395442404,paperback 
"""",7.பொம்மைகள்,,,,,தமிழ்,-,தன்னறம் நூல்வெளி,2022,சிறுவர் கதை,-,330,-,paperback 
"""",8.எப்பிறப்பில் காண்போம் இனி,,,,,தமிழ்,200,சந்தியா பதிப்பகம்,2022,வாழ்க்கை வரலாறு,காந்தி,200,-,paperback 
"""",9.பாவண்ணன் சிறுகதைகள் (முதல் தொகுதி) - HB,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2022,சிறுகதை,-,750,-,Hardcover
"""",10.விட்டல்ராவும் நானும் உரையாடிக்கொண்டிருந்தோம்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2022,கட்டுரை,இலக்கியம்,250,-,paperback 
"""",11.என் வாழ்வில் புத்தகங்கள்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2022,கட்டுரை,இலக்கியம்,180,-,paperback 
"""",12.சென்றுகொண்டே இருக்கிறேன்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2022,நேர்காணல்,இலக்கியம்,300,-,paperback 
"""",13.வணக்கம் சொல்லும் குரங்கு,,,,,தமிழ்,72,பாரதி புத்தகாலயம்,2022,சிறுவர் கதை,-,70,-,paperback 
"""",14.மண்ணில் பொழிந்த மாமழை,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2021,கட்டுரை," இந்திய அரசியல், காந்தி",200,-,paperback 
"""",15.மிகையின் தூரிகை,,,"எஸ். ஜெயஸ்ரீ, கே. பி. நாகராஜன்",,தமிழ்,-,சந்தியா பதிப்பகம்,2021,சிறுகதை,-,190,-,paperback 
"""",16.நான் கண்ட பெங்களூரு,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2021,நாட்குறிப்பு / நினைவுக்குறிப்பு,-,300,-,paperback 
"""",17.வற்றாத நினைவுகள்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,2021,"கட்டுரை, நாட்குறிப்பு / நினைவுக்குறிப்பு",இலக்கியம்,160,9788123440873,paperback 
"""",18.கனவு மலர்ந்தது,,,,,தமிழ்,180,சந்தியா பதிப்பகம்,2020,சிறுகதை,-,180,-,paperback 
"""",19.ஆனந்த நிலையம்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2020,சிறுகதை,-,200,-,paperback 
"""",20.எல்லாம் செயல்கூடும்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2020,வரலாறு,காந்தி,200,-,paperback 
,21.சிட்டுக்குருவியின் வானம்,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2019,நாட்குறிப்பு / நினைவுக்குறிப்பு,-,110,-,paperback 
"""",22.சத்தியத்தின் ஆட்சி,,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2019,வாழ்க்கை வரலாறு,காந்தி,175,9789387499942,paperback 
,,,,,,,,,,,,,,
"மொழிப்பெயர்ப்பு:
பாவண்ணன்",22.யயாதி (கிரீஷ் கர்னாட்),கிரீஷ் கர்னாட்,,,,தமிழ்,136,காலச்சுவடு,2024,நாடகம்,-,170,9788119034345,paperback 
"""",23.நாக மண்டலம்,கிரீஷ் கர்னாட்,,,,தமிழ்,-,காலச்சுவடு,2023,நாடகம்,-,160,9788195978182,paperback 
"""",24.திருமண ஆல்பம்,கிரீஷ் கர்னாட்,,,,தமிழ்,160,காலச்சுவடு,2019,"நாடகம், மொழிபெயர்ப்பு",-,160,-,paperback 
"""",25.அனலில் வேகும் நகரம்,கிரீஷ் கர்னாட்,,,,தமிழ்,128,காலச்சுவடு,2019,"நாடகம், மொழிப்பெயர்ப்பு ",-,125,-,paperback 
,கஸ்தூர்பா: ஒரு நினைவுத் தொகுப்பு,சுசிலா நய்யார்,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2019,"நாட்குறிப்பு / நினைவுக்குறிப்பு, மொழிபெயர்ப்பு, வாழ்க்கை வரலாறு",காந்தி ,160,9789387499768,paperback 
,,,,,,,,,,,,,,
சி.ஆர்.ரவீந்திரன்,1.இரும்புச் சுவர்கள்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,2024,நாவல்,-,200,9788197770074,paperback 
"""",2.காலம் (நாவல்),,,,,தமிழ்,232,நியூசெஞ்சுரி புக் ஹவுஸ்,2024,நாவல்,-,290,9788123445861,paperback 
"""",3.ஈரம் கசிந்த நிலம்,,,,,தமிழ்,184,காலச்சுவடு,2019,நாவல்,-,200,-,paperback 
"""",4.காற்றே! கனலே,,,,,தமிழ்,229,நியூசெஞ்சுரி புக் ஹவுஸ்,2015,நாவல்,-,180,9788123429342,paperback 
"""",5.ஓடைப்புல்,,,,,தமிழ்,175,நியூசெஞ்சுரி புக் ஹவுஸ்,2013,நாவல்,-,140,9788123424507,paperback 
"""",6.தேயிலைக் கொழுந்து,,,,,தமிழ்,258,அறிவுப் பதிப்பகம்,2009,நாவல்,-,120,-,paperback 
"""",7.ரிவோல்ட்,,,,,தமிழ்,132,நியூசெஞ்சுரி புக் ஹவுஸ்,2008,சிறுகதை,-,60,9788123412238,paperback 
"""",8.மணிய பேரா,,,,,தமிழ்,-,திருவரசு புத்தக நிலையம்,2004,நாவல்,-,110,-,-
"""",9.கண்ணனைக் கண்ட கவிஞன்,,,,,தமிழ்,384,கண்ணதாசன் பதிப்பகம்,2003,கட்டுரை,இலக்கியம்,120,9788184020588,paperback 
"""",10.ஒரு புயலின் ஓய்வு,,,,,தமிழ்,176,கவிதா பப்ளிகேஷன்,2002,வாழ்க்கை வரலாறு,-,90,-,paperback 
"""",11.செந்தூரச் சாரல்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,நாவல்,-,110,9788123415598,paperback 
"""",12.ஒவ்வொரு நாளில் ஒரு நாள்,,,,,தமிழ்,154,நியூசெஞ்சுரி புக் ஹவுஸ்,-,சிறுகதை,-,70,8123413572,paperback 
"""",13.பசியின் நிறம்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,சிறுகதை,-,55,-,paperback 
"""",14.வானம் பார்த்த வனம்,,,,,தமிழ்,-,அறிவுப் பதிப்பகம்,-,சிறுகதை,-,60,-,paperback 
"""",15.செந்தூரச் சாரல்,,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,நாவல்,-,60,-,paperback 
"மொழிப்பெயர்ப்பு:
சி. ஆர்.ரவீந்திரன்",16.சிந்தனையை மாற்றுங்கள் வாழ்க்கையை மாற்றுங்கள்,பிரையன் டிரேசி,,,,தமிழ்,406,மஞ்சுள் பப்ளிசிங் ஹவுஸ்,2011,மொழிப்பெயர்ப்பு,சுயமுன்னேற்றம்,499,9788183222389,paperback 
"""",17.தன்முக ஓவியம்,கலீல் ஜிப்ரான்,,,,தமிழ்,127,கண்ணதாசன் பதிப்பகம்,2005,"கவிதை, மொழிபெயர்ப்பு",-,36,-,paperback 
"""",18.கடவுளைத் தேடி வந்த கடவுள்,Nicolas Notovitch,,,,தமிழ்,175,கண்ணதாசன் பதிப்பகம்,-,பயணக்குறிப்பு,கிறிஸ்தவம்,200,9788184028539,paperback 
,,,,,,,,,,,,,,
எம்.கோபாலகிருஷ்ணன் ,1.கவினுறு தூரிகை,,,,,தமிழ்,-,தமிழினி,2025,-,-,-,-,paperback 
"""",2.தமிழ் நாவல்களின் தடம்,,,,,தமிழ்,-,தமிழினி,2025,கட்டுரை,இலக்கியம்,180,-,paperback 
"""",3.சுழல்,,,,,தமிழ்,-,தமிழினி,2025,சிறுகதை,-,220,-,paperback 
"""",4.மழையில் நனையும் பூனை,,,,,தமிழ்,168,நூல் வனம்,2024,"சிறுகதை, மொழிபெயர்ப்பு",-,250,9788197698859,paperback 
"""",5.வேங்கை வனம்,,,,,தமிழ்,-,தமிழினி,2023,நாவல்,-,550,9788187644927,paperback 
"""",6.புதுப்புனல்,,,,,தமிழ்,-,தமிழினி,2022,கட்டுரை,இலக்கியம்,130,-,paperback 
"""",7.அம்மன் நெசவு,,,,,தமிழ்,-,தமிழினி,2022,நாவல்,-,230,-,paperback 
"""",8.அமைதி என்பது,,,,,தமிழ்,-,தமிழினி,2022,சிறுகதை,-,240,-,paperback 
"""",9.வால்வெள்ளி,,,,,தமிழ்,-,தமிழினி,2020,நாவல்,-,170,-,paperback 
"""",10.தீர்த்த யாத்திரை,,,,,தமிழ்,-,தமிழினி,2020,நாவல்,-,280,-,paperback 
"""",11.மாயப் புன்னகை,,,,,தமிழ்,-,தமிழினி,2020,நாவல்,-,100,-,paperback 
"""",12.மொழி பூக்கும் நிலம்,,,,,தமிழ்,-,தமிழினி,2019,கட்டுரை,இலக்கியம்,110,-,paperback 
"""",13.ஒரு கூடைத் தாழம்பூ,,,,,தமிழ்,-,தமிழினி,2019,கட்டுரை,இலக்கியம்,140,-,paperback 
"""",14.சக்தியோகம்,,,,,தமிழ்,-,தமிழினி,2019,சிறுகதை,-,180,9788187641889,paperback 
"""",15.மனைமாட்சி,,,,,தமிழ்,640,தமிழினி,2018,நாவல்,-,690,9788187641650,paperback 
,16.முனிமேடு,,,,,தமிழ்,160,தமிழினி,-,சிறுகதை,-,170,-,paperback 
,17.மணல் கடிகை,,,,,தமிழ்,544,தமிழினி,-,நாவல்,-,400,9788187641537,hardcover 
,18.பிறிதொரு நதிக்கரை,,,,,தமிழ்,-,தமிழினி,-,சிறுகதை,-,100,-,paperback 
"மொழிப்பெயர்ப்பு:
எம்.கோபாலகிருஷ்ணன்",19.நிச்சயிக்கப்பட்டப் பெண்,அன்டோன் செகாவ்,,,,தமிழ்,48,நூல் வனம்,2024,"சிறுகதை,மொழிப்பெயர்ப்பு",-,50,9788197698811,paperback 
"""",20.சிறுவர்கள்,அன்டோன் செகாவ்,,,,தமிழ்,32,வானம் பதிப்பகம்,2024,"சிறுவர் கதை, மொழிபெயர்ப்பு",-,50,-,paperback 
"""",21.யாரும் இன்னொருவர் இல்லை,குன்வர் நாராயண்,,,,தமிழ்,-,சாகித்திய அகாடெமி,2023,"கவிதை, மொழிபெயர்ப்பு",-,250,9789355485908,paperback 
"""",22.பேட்ச் எனும் நாய்க்குட்டி,அன்டோன் செகாவ்,,,,தமிழ்,24,வானம் பதிப்பகம்,2023,"சிறுவர் கதை, மொழிபெயர்ப்பு",-,50,-,paperback 
"""",23.பாதி பழுத்த கொய்யாவைப்போல் பூமி,,,,,தமிழ்,-,நூல் வனம்,2022,"கவிதை, மொழிபெயர்ப்பு",-,330,-,paperback 
"""",24.ஆன்டன் செகாவ் கதைகள்,அன்டோன் செகாவ்,,,,தமிழ்,-,நூல் வனம்,2021,"சிறுகதை, மொழிபெயர்ப்பு",-,250,9788193373634,hardcover 
"""",25.வால்காவிலிருந்து கங்கை வரை ,ராகுல் சாங்கிருத்தியாயன்,,,,தமிழ்,-,புலம் வெளியீடு,2020,"மொழிபெயர்ப்பு, வரலாறு",-,400,-,paperback 
"""",26.வீட்டின் மிக அருகில் மிகப்பெரும் நீர்ப்பரப்பு,ரேமண்ட் கார்வர்,,,,தமிழ்,224,காலச்சுவடு,2015,"சிறுகதை,மொழிப்பெயர்ப்பு",-,250,9789382033059,paperback 
"""",27.துயர் நடுவே வாழ்வு,"வர்திக நந்தா, விமல மெஹ்ரா",,,,தமிழ்,120,காலச்சுவடு,2015,"கவிதை,மொழிப்பெயர்ப்பு","பெண்கள், சிறையனுபவம்",100,9789352440016,paperback 
,28.சிவப்புத் தகரக் கூரை,நிர்மல் வர்மா,,,,தமிழ்,272,காலச்சுவடு,2013,"நாவல், மொழிபெயர்ப்பு",பெண்கள் ,325,9789382033097,paperback 
,29.காதலின் துயரம்,கதே,,,,தமிழ்,-,தமிழினி,-,"நாவல்,மொழிப்பெயர்ப்பு",-,210,-,paperback 
,30.அறிவு: ஞானத்தின் ஆய்வியல்," நித்ய சைதன்ய யதி, நாராயண ",,,,தமிழ் ,-,தன்னறம் நூல்வெளி,-,"கட்டுரை, மொழிபெயர்ப்பு"," மெய்யியல், இந்து மதம்",80,-,paperback 
,,,,,,,,,,,,,,
பொன்னீலன் ,1.சமூகங்களும் சமயங்களும்,,,மரு. இரா. இளங்கோவன்,,தமிழ்,172,நியூசெஞ்சுரி புக் ஹவுஸ்,2022,கட்டுரை,சமூகவியல்,200,-,paperback 
"""",2.தமிழ் நாவல்கள்,,,,,தமிழ்,-,டிஸ்கவரி புக் பேலஸ்,2019,கட்டுரை,இலக்கியம்,220,-,paperback 
"""",3.என்னைச் செதுக்கியவர்கள்,,,,,தமிழ்,723,காவ்யா பதிப்பகம்,2019,தன்வரலாறு,-,800,-,paperback 
"""",4.இந்தியாவை பீடித்துக்கொண்டிருக்கும் நூற்றாண்டுகால நோய் சாதி,,,,,தமிழ்,-,கௌரா பதிப்பகக் குழுமம்,2018,கட்டுரை,சமூக நீதி,120,-,paperback 
"""",5.சுடர்கள் ஏற்றும் சுடர்,,,,,தமிழ்,190,நியூசெஞ்சுரி புக் ஹவுஸ்,2018,வாழ்க்கை வரலாறு,"இலக்கியம், மார்க்சியம்",160,-,paperback 
"""",6.ஊற்றில் மலர்ந்தது,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,2018,நாவல்,-,-,-,paperback 
"""",7.தென்குமரி வட்டார வழக்குகள்,,,,,தமிழ்,275,நியூசெஞ்சுரி புக் ஹவுஸ்,2023,கட்டுரை,"பண்பாடு, மொழி / மொழியியல்",220,9788123423739,paperback 
"""",8.புதிய தரிசனங்கள் (மூன்று பகுதிகள்),,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,2012,நாவல்,-,1200,-,paperback 
"""",9.மறுபக்கம்,,,,,தமிழ்,752,நியூசெஞ்சுரி புக் ஹவுஸ்,2012,நாவல்,-,395,-,hardcover 
"""",10.கொள்ளைக்காரர்கள்,,,,,தமிழ்,178,நியூசெஞ்சுரி புக் ஹவுஸ்,2011,சிறுகதை,-,50,9788123406824,paperback 
"""",11.தவத்திரு குன்றக்குடி அடிகளார் தமிழகத்தின் ஆன்மீக வழிகாட்டி,,,,,தமிழ்,220,நியூசெஞ்சுரி புக் ஹவுஸ்,2009,வாழ்க்கை வரலாறு,-,75,9798123400319,paperback 
"""",12.கரிசல்,,,,,தமிழ்,448,நியூசெஞ்சுரி புக் ஹவுஸ்,2009,நாவல்,மார்க்சியம்,225,-,paperback 
"""",13.ஜீவாவின் சிந்தனைகள்,,,,,தமிழ்,154,நியூசெஞ்சுரி புக் ஹவுஸ்,2008,-,மெய்யியல்,45,9788123405971,paperback 
"""",14.ஜீவா என்றொரு மானுடன்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,2007,வாழ்க்கை வரலாறு,-,125,9798123407806,paperback 
"""",15.தேடல்,,,,,தமிழ்,134,நியூசெஞ்சுரி புக் ஹவுஸ்,2007,நாவல்,-,50,9788123409405,paperback 
"""",16.அத்தாணி மக்கள்,,,,,தமிழ்,136,நியூசெஞ்சுரி புக் ஹவுஸ்,2005,-,சமூகவியல்,45,9788123409221,paperback 
"""",17.ஒரு கருப்புக் கவிதை,,,,,தமிழ்,120,கௌரா பதிப்பகக் குழுமம்,-,-,-,100,-,paperback 
"""",18.ஒரு ஜீவநதி தமிழ்நாடு கலைஇலக்கியப் பெருமன்றத்தின் வரலாறு,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,வரலாறு,-,100,-,paperback 
"""",19.கல்வித் துறையிலிருந்து விடைபெறுகிறேன்,,,,,தமிழ்,264,கௌரா பதிப்பகக் குழுமம்,-,கல்வி,-,250,-,paperback 
"""",20.தெற்கிலிருந்து,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,கட்டுரை,-,145,-,paperback 
"""",21தொ. மு. சி. ரகுநாதன்,,,,,தமிழ்,168,சாகித்திய அகாடெமி,-,வாழ்க்கை வரலாறு,-,50,9788126041992,paperback 
"""",22.தொ. மு. சி. ரகுநாதன் வாழ்வும் பணியும்,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,வாழ்க்கை வரலாறு,-,90,-,paperback 
"""",23.தோழர் கே. பாலதண்டாயுதம் வாழ்க்கை வரலாறு,,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,வாழ்க்கை வரலாறு,-,1200,-,hardcover 
"""",24.ப. ஜீவானந்தம் நூல் திரட்டு,,,,,தமிழ்,320,சாகித்திய அகாடெமி,-,-,-,130,8126024615,paperback 
"""",25.புதிய தரிசனங்கள் (3 பாகங்கள்),,,,,தமிழ்,-,நியூசெஞ்சுரி புக் ஹவுஸ்,-,நாவல்,-,395,-,paperback 
"""",26.புதிய மொட்டுகள்,,,,,தமிழ்,100,நியூசெஞ்சுரி புக் ஹவுஸ்,2005,சிறுகதை,-,40,9788123404226,paperback 
"மொழிப்பெயர்ப்பு:
பொன்னீலன்",27.இந்து முஸ்லிம் மோதல்கள் என்னும் பிரச்சினை,எஸ். ஆர். பட்,,,,தமிழ்,120,நியூசெஞ்சுரி புக் ஹவுஸ்,2002,கட்டுரை,மதம்,35,9788123407548,paperback 
"""",28.வாழ்க்கைப் பாதை (பாகம் ஒன்று),ஏ. எஸ். மகரெங்கோ,,,,தமிழ்,-,பாரதி புத்தகாலயம்,2017,"கட்டுரை, மொழிபெயர்ப்பு",கல்வி,300,-,paperback 
"""",29.வாழ்க்கைப் பாதை (பாகம் இரண்டு ),ஏ. எஸ். மகரெங்கோ,,,,தமிழ்,-,பாரதி புத்தகாலயம்,2017,"கட்டுரை, மொழிபெயர்ப்பு",கல்வி,500,-,paperback 
"தொகுப்பு:
பொன்னீலன் ",30.பாரதிதாசனின் கவிதை உலகம்,,,,,தமிழ்,311,அறிவுப் பதிப்பகம்,2001,கவிதை,-,75,8188046054,paperback 
,,,,,,,,,,,,,,
வண்ணநிலவன் ,1.எண்ணங்கள் அனுபவங்கள்,,,,,தமிழ்,208,காலச்சுவடு,2024,"கட்டுரை, நேர்காணல்",-,260,9789361107191,paperback 
"""",2.வாக்குமூலம்,,,,,தமிழ்,-,காலச்சுவடு,2024,நாவல்,-,130,9789361103209,paperback 
"""",3.கருப்புக் கோட்டு,,,,,தமிழ்,184,காலச்சுவடு,2023,நாவல்,-,230,9788119034949,paperback 
"""",4.பின்னகர்ந்த காலம்,,,,,தமிழ்,360,காலச்சுவடு,2023,தன்வரலாறு,-,450,9788119034604,paperback 
"""",5.வண்ணநிலவன் சிறுகதைகள் (1970-2019),,,,,தமிழ்,-,காலச்சுவடு,2023,சிறுகதை,-,900,-,paperback 
"""",6.கவிதை: இன்று முதல் அன்று வரை,,,,,தமிழ்,-,காலச்சுவடு,2024,கட்டுரை,இலக்கியம்,100,-,paperback 
"""",7.கம்பா நதி,,,,,தமிழ்,120,காலச்சுவடு,2022,நாவல்,-,150,-,paperback 
"""",8.ரெயினீஸ் ஐயர் தெரு,,,,,தமிழ்,-,காலச்சுவடு,2021,நாவல்,-,140,-,paperback 
"""",9.இரண்டு உலகங்கள்,,,,,தமிழ்,-,காலச்சுவடு,2021,சிறுகதை,-,325,978935523079,paperback 
"""",10.வண்ணநிலவன் எண்ணமும் எழுத்தும்,,,,,தமிழ்,216,அகநி வெளியீடு,2021," கட்டுரை, நேர்காணல்",இலக்கியம்,200,9789382810766,paperback 
"""",11.பின்நகர்ந்த காலம் (இரண்டாம் பாகம்),,,,,தமிழ்,-,சந்தியா பதிப்பகம்,2019,கட்டுரை,-,125,-,paperback 
"""",12.மழைப் பயணம்,,,,,தமிழ்,108,சந்தியா பதிப்பகம்,2019,சிறுகதை,-,100,-,paperback 
"""",13.மறக்க முடியாத மனிதர்கள்,,,,,தமிழ்,-,காலச்சுவடு,2019, நாட்குறிப்பு / நினைவுக்குறிப்பு,இலக்கியம்,200,9789388631082,paperback 
"""",14.கடல்புரத்தில்,,,,,தமிழ்,128,காலச்சுவடு,2019,நாவல்,-,160,9789388631204,paperback 
"""",15.எம்.எல்.,,,,,தமிழ்,-,நற்றிணை பதிப்பகம்,2018,நாவல்,-,160,-,paperback 
"""",16.கடல்புரத்தில்,,,,,தமிழ்,128,நற்றிணை பதிப்பகம்,2014,நாவல்,-,140,9789382648031,paperback 
"""",17.சில இயக்குநர்கள் சில திரைப்படங்கள்,,,,,தமிழ்,80,நற்றிணை பதிப்பகம்,2014,கட்டுரை,சினிமா,90,9789382648062,paperback 
"""",18.எஸ்தர்,,,,,தமிழ்,104,நற்றிணை பதிப்பகம்,2014,சிறுகதை,-,120,9788192366838,paperback 
"""",19.வண்ணநிலவன் சிறுகதைகள்,,,,,தமிழ்,656,நற்றிணை பதிப்பகம்,2013,சிறுகதை,-,600,9789382648444,paperback 
"""",20.வண்ணநிலவன் கதைகள்,,,,,தமிழ்,696,கிழக்கு பதிப்பகம்,2012,சிறுகதை,-,500,9788184935004,paperback 
"""",21.மறக்க முடியாத மனிதர்கள்,,,,,தமிழ்,149,கிழக்கு பதிப்பகம்,2012,கட்டுரை,இலக்கியம்,150,9788184937695,paperback 
"""",22.பின்நகர்ந்த காலம்,,,,,தமிழ்,272,நற்றிணை பதிப்பகம்,2012,கட்டுரை,-,280,9789382648086,paperback 
"""",23.ரெயினீஸ் ஐயர் தெரு,,,,,தமிழ்,96,நற்றிணை பதிப்பகம்,2012,நாவல்,-,70,-,paperback 
"""",24.கம்பா நதி,,,,,தமிழ்,128,நற்றிணை பதிப்பகம்,2012,நாவல்,-,90,9789382648079,paperback 
"""",25.ஒரு குட்டி பூர்ஷ்வாவின் அனுபவங்கள்,,,,,தமிழ்,176,நற்றிணை பதிப்பகம்,2012," கட்டுரை, நேர்காணல்",-,130,9789382648093,paperback 
"""",26.அவள் அப்படித்தான் (திரைக்கதை),,,,,தமிழ்,160,நற்றிணை பதிப்பகம்,2011,திரைக்கதை,சினிமா,120,-,paperback 
"""",27.ரெயினீஸ் ஐயர் தெரு,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2009,நாவல்,-,135,9788184931495,paperback 
"""",28.காலம்,,,,,தமிழ்,200,கிழக்கு பதிப்பகம்,2009,கட்டுரை,-,200,9788184930863,paperback 
"""",29.கம்பாநதி,,,,,தமிழ்,128,கிழக்கு பதிப்பகம்,2009,நாவல்,-,110,9788184931242,paperback 
"""",30.கடல்புரத்தில்,,,,,தமிழ்,112,கிழக்கு பதிப்பகம்,2008,நாவல்,-,110,9788183689328,paperback 
"""",31.காலம்,,,,,தமிழ்,160,நற்றிணை பதிப்பகம்,-,நாவல்,-,120,-,paperback 
,,,,,,,,,,,,,,
சல்மா,1.அடைக்கும் தாழ்,,,,,தமிழ்,216,காலச்சுவடு,2022,நாவல்,-,275,9789355232229,paperback 
"""",2.பால்யம்,,,,,தமிழ்,-,காலச்சுவடு,2022,சிறுகதை,-,160,-,paperback 
"""",3.தானுமானவள்,,,,,தமிழ்,-,காலச்சுவடு,2021,கவிதை,-,125,-,paperback 
"""",4.The Curse: Stories,,N. Kalyanaraman,,,English ,-,Speaking Tiger,2020,"Short Story, Translation",Miscellaneous,299,-,paperback 
"""",5.மனாமியங்கள்,,,,,தமிழ்,288,காலச்சுவடு,2016,நாவல்,பெண்கள்,325,9789352440443,paperback 
"""",6.சாபம்,,,,,தமிழ்,144,காலச்சுவடு,2013,சிறுகதை,"பெண்கள், இஸ்லாம் / முஸ்லிம்கள்",180,9789381969588,paperback 
"""","7.Wild Girls, Wicked Words",,Lakshmi Holmstrom,,,English ,232,Kalachuvadu,2012,"Poetry, Translation",Miscellaneous,350,9789381969144,paperback 
"""",8.பச்சைத் தேவதை,,,,,தமிழ்,104,காலச்சுவடு,2005,கவிதை,-,90,9788189359171,paperback 
"""",9.இரண்டாம் ஜாமங்களின் கதை,,,,,தமிழ்,520,காலச்சுவடு,2004,நாவல்,"பெண்கள், இஸ்லாம் / முஸ்லிம்கள்",650,9788187477846,paperback 
"""",10.ஒரு மாலையும் இன்னொரு மாலையும்,,,,,தமிழ்,88,காலச்சுவடு,2000,கவிதை,-,110,9788187477024,paperback 
"""",11.கனவு வெளிப் பயணம்,,,,,தமிழ்,-,விகடன் பிரசுரம்,-," கட்டுரை, பயணக்குறிப்பு, நாட்குறிப்பு / நினைவுக்குறிப்பு",-,145,-,paperback 
,,,,,,,,,,,,,,
தமிழ்மகன் ,1.மூன்று நாடகங்கள்,,,,,தமிழ்,-,மின்னங்காடி,2024,நாடகம்,-,120,9789392973765,paperback 
"""",2.விமானங்களை விழுங்கும் மர்மக்கடல்,,,,,தமிழ்,-,மின்னங்காடி,2024,கட்டுரை,க்ரைம் த்ரில்லர்,100,-,paperback 
"""",3.ஆறறிவு மரங்கள்,,,,,தமிழ்,-,மின்னங்காடி,2024,கவிதை,-,110,9788194565871,paperback 
"""",4.பூமிக்குப் புரியவைப்போம்,,,,,தமிழ்,-,மின்னங்காடி,2024,கவிதை,-,110,9788194565857,paperback 
"""",5.ஒரு ஊர்ல ஒரு ராணி,,,,,தமிழ்,-,மின்னங்காடி,2024,நாவல்,-,150,-,paperback 
"""",6.எட்டாயிரம் தலைமுறை,,,,,தமிழ்,-,மின்னங்காடி,2024,சிறுகதை,-,200,9789392973598,paperback 
"""",7.மானுடப் பண்ணை,,,,,தமிழ்,-,மின்னங்காடி,2024,நாவல்,-,200,9788195331888,paperback 
"""",8.நான் ரம்யாவாக இருக்கிறேன்,,,,,தமிழ்,-,மின்னங்காடி,2024,நாவல்,அறிவியல் புனைவு,200,9788195331895,paperback 
"""",9.வேங்கை நங்கூரத்தின் ஜீன் குறிப்புகள்,,,,,தமிழ்,-,மின்னங்காடி,2024,நாவல்,-,200,9788195331871,paperback 
"""",10.ஞாலம்,,,,,தமிழ்,-,மின்னங்காடி,2024,நாவல்,-,335,-,paperback 
"""",11.அஞ்சலிக்கு அப்பா சொன்ன கதைகள்,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுவர் கதை,-,100,-,paperback 
"""",12.தமிழ்மகனின் 100 சிறுகதைகள்,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுகதை,-,850,-,paperback 
"""",13.ஆபரேஷன் நோவா,,,,,தமிழ்,-,மின்னங்காடி,2022,நாவல்,அறிவியல் புனைவு,230,--,paperback 
"""",14.அமில தேவதைகள்,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுகதை,-,200,,paperback 
"""",15.சாலை ஓரத்திலே வேலையற்றதுகள்,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுகதை,-,230,-,paperback 
"""",16.மீன் மலர்,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுகதை,-,230,-,paperback 
"""",17.மஞ்சு அக்காவின் மூன்று முகங்கள் ,,,,,தமிழ்,-,மின்னங்காடி,2022,சிறுகதை,-,230,-,paperback 
"""",18.வெள்ளை நிறத்தில் ஒரு காதல்,,,,,தமிழ்,-,மின்னங்காடி,2022,நாவல்,-,150,-,paperback 
"""",19.சொல்லித் தந்த பூமி,,,,,தமிழ்,-,மின்னங்காடி,2022,கட்டுரை,சூழலியல்,120,-,paperback 
"""",20.தாரகை,,,,,தமிழ்,-,மின்னங்காடி,2022,நாவல்,-,230,9789392973017,paperback 
"""",21.பிரம்மராட்சஷ்,,,,,தமிழ்,-,மின்னங்காடி,2022,நாவல்,-,200,-,paperback 
"""",22.பேசும்பட முதல்வர்,,,,,தமிழ்,-,மின்னங்காடி,2022,கட்டுரை,சினிமா,130,-,paperback 
