           Author,                              Title,Orginal Author,Translator ,Editor ,Editor/Orginal Author ,   Language,    No of pages ,             Publisher,Year of Published,              Category ,Subject,    Price,            ISBN,Book format
,32.இன்ஸ்பெக்டர் செண்பகராமன்,,,,,தமிழ்,232,காலச்சுவடு,2013,நாவல்,-,200,9789381969908,paperback 
,33.பார்வைகள்,,,,,தமிழ்,192,நற்றிணை பதிப்பகம்,2013,கட்டுரை,-,170,9789382648505,paperback 
,34.என் பயணம்,,,,,தமிழ்,160,நற்றிணை பதிப்பகம்,2013," கட்டுரை, நேர்காணல்",-,140,9789382648499,paperback 
,35.இந்திய முதல் நாவல்கள்,,,,,தமிழ்,144,நற்றிணை பதிப்பகம்,2013,கட்டுரை,இலக்கியம்,110,9789382648345,paperback 
,36.ஆகாயத் தாமரை,,,,,தமிழ்,160,நற்றிணை பதிப்பகம்,2013,நாவல்,-,140,9789382648611,paperback 
,37.காலக்கண்ணாடி,,,,,தமிழ்,254,நற்றிணை பதிப்பகம்,2013,கட்டுரை,இலக்கியம்,220,9789382648512,paperback 
,38.இன்று,,,,,தமிழ்,88,நற்றிணை பதிப்பகம்,2013,நாவல்,-,75,9789382648628,paperback 
,39.அப்பாவின் சிநேகிதர்,,,,,தமிழ்,208,நற்றிணை பதிப்பகம்,2013,நாவல்,-,180,9789382648604,paperback 
,40.1945இல் இப்படியெல்லாம் இருந்தது,,,,,தமிழ்,131,காலச்சுவடு,2012,சிறுகதை,-,150,9789380240589,paperback 
,41.நண்பனின் தந்தை,,,,,தமிழ்,144,நற்றிணை பதிப்பகம்,2012,"நாவல், சிறுகதை",-,110,9788192366807,paperback 
,42.கரைந்த நிழல்கள்,,,,,தமிழ்,160,நற்றிணை பதிப்பகம்,2012,நாவல்,-,120,9789382648000,paperback 
,43.பதினெட்டாவது அட்சக்கோடு,,,,,தமிழ்,224,காலச்சுவடு,2011,நாவல்,இந்தியப் பிரிவினை,275,9789380240725,paperback 
,44.புதிய தமிழ்ச் சிறுகதைகள்,,,,,தமிழ்,256,நேஷனல் புக் டிரஸ்ட்,2010,சிறுகதை,-,80,9788123753508,paperback 
,45.விழா மாலைப் போதில்,,,,,தமிழ்,264,கிழக்கு பதிப்பகம்,2010,நாவல்,-,265,9788184933819,paperback 
,46.நினைவோடை,,,,,தமிழ்,180,நர்மதா பதிப்பகம்,2009,கட்டுரை,-,60,-,paperback 
,47.இருவர்,,,,,தமிழ்,248,கிழக்கு பதிப்பகம்,2009,-,இலக்கியம்,140,9788184933802,paperback 
,48.ஐநூறு கோப்பை தட்டுகள்,,,,,தமிழ்,272,காலச்சுவடு,2007,சிறுகதை,-,325,9788189359940,paperback 
,49.இன்று,,,,,தமிழ்,87,கிழக்கு பதிப்பகம்,2006,-,இலக்கியம்,75,9788183681209,paperback 
,50.மானசரோவர்,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2006,நாவல்,இலக்கியம்,125,9788183681070,paperback 
,51.ஆகாயத்தாமரை,,,,,தமிழ்,176,கிழக்கு பதிப்பகம்,2006,நாவல்,-,125,9788183681322,paperback 
,52.பயாஸ்கோப்,,,,,தமிழ்,288,கிழக்கு பதிப்பகம்,2006,கட்டுரை,சினிமா,220,9788183681742,paperback 
,53.தண்ணீர்,,,,,தமிழ்,136,கிழக்கு பதிப்பகம்,2005,-,இலக்கியம்,115,9788183680875,paperback 
,54.18வது அட்சக்கோடு,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2005,நாவல்,இலக்கியம்,150,9788183681025,paperback 
,55.கரைந்த நிழல்கள்,,,,,தமிழ்,160,கிழக்கு பதிப்பகம்,2005,-,ஆங்கில இலக்கியம்,130,9788183680820,paperback 
,56.ஒற்றன்,,,,,தமிழ்,192,காலச்சுவடு,2005,நாவல்,-,240,9788189359249,paperback 
,57.அசோகமித்திரன் கட்டுரைகள் - 2,,,,,தமிழ்,912,கிழக்கு பதிப்பகம்,2004,கட்டுரை,-,350,9788183680509,paperback 
,58.அசோகமித்திரன் கட்டுரைகள் - I,,,,,தமிழ்,880,கிழக்கு பதிப்பகம்,2004,கட்டுரை,-,350,9788183680493,paperback 
,59.அசோகமித்திரன் சிறுகதைகள்,,,,,தமிழ்,1486,கவிதா பப்ளிகேஷன்,2003,சிறுகதை,-,900,-,paperback 
,60.பிரதிபலிப்பு,,,,,தமிழ்,248,கலைஞன் பதிப்பகம்,1999,கட்டுரை,-,60,-,paperback 
,61.சில இந்திய மொழிகளில் முதல் நாவல்,,,,,தமிழ்,-,கலைஞன் பதிப்பகம்,-,கட்டுரை,-,50,-,paperback 
,62.அசோகமித்திரன் கட்டுரைகள்,,,,,தமிழ்,-,கலைஞன் பதிப்பகம்,-,கட்டுரை,-,75,-,paperback 
,63.காலக் கண்ணாடி,,,,,தமிழ்,175,கலைஞன் பதிப்பகம்,-,கட்டுரை,-,70,-,paperback 
,64.சமீபத்திய தமிழ்ச் சிறுகதைகள் (தொகுதி 1),,,,,தமிழ்,181,நேஷனல் புக் டிரஸ்ட்,-,சிறுகதை,-,80,9788123753508,paperback 
,65.ந. பிச்சமூர்த்தி,,,,,தமிழ்,88,சாகித்திய அகாடெமி,-,வாழ்க்கை வரலாறு,-,100,8126015462,paperback 
,66.நடைவெளிப் பயணம்,,,,,தமிழ்,-,சூரியன் பதிப்பகம்,-,நாவல்,-,130,-,paperback 
,67.காந்தியும் புலிக்கலைஞனும்,,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,-,-,80,-,paperback 
,68.புண் உமிழ் குருதி,,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,-,-,75,-,paperback 
,69.ஒரு பார்வையில் சென்னை நகரம்,,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,-,-,70,-,paperback 
,70.மணியோசை (சிறுகதைத் தொகுதி),,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,சிறுகதை,-,60,-,paperback 
,71.நூறு நாள் நாடகம்,,,,,தமிழ்,-,கவிதா பப்ளிகேஷன்,-,சிறுகதை,-,125,-,paperback 
,72.அந்தரங்கமானதொரு தொகுப்பு,,,,,தமிழ்,234,விருட்சம்,-,"சிறுகதை, கட்டுரை",-,200,-,paperback 
"மொழிப்பெயர்ப்பு:
அசோகமித்திரன்",73.மலைமேல் நெருப்பு,,,,,தமிழ்,,,,,,,,paperback 
,,,,,,,,,,,,,,
கவிஞர் தமிழ்ஒளி,1.தமிழ்நாட்டுப் பழங்குடிகள் (மானிடவியல் நோக்கில்),,,,-,தமிழ்,-,யாவரும் பதிப்பகம்,2025,கட்டுரை,மானுடவியல்,240,-,paperback 
"""",2.குருவிப்பட்டி,,,,-,தமிழ் ,80,பாரதி புத்தகாலயம்,2024,சிறுகதை,-,80,-,paperback 
,,,,,,,,,,,,,,
திருலோக சீத்தாராம்,1.இலக்கியப் படகு,,,,-,தமிழ் ,-,கலைஞன் பதிப்பகம்,-,கட்டுரை,-,85,-,paperback 
"மொழிப்பெயர்ப்பு:
திருலோக சீத்தாராம்",2.சித்தார்த்தன்,,,,"""மூலம்:
ஹெர்மன் ஹெஸ்""",தமிழ் ,144,தமிழ்வெளி,2025,"நாவல்,மொழிப்பெயர்ப்பு",பௌத்தம்,99,9789392543616,paperback 
"""",3.சித்தார்த்தன் (ரிதம் புக்ஸ்),,,,"மூலம்:
ஹெர்மன் ஹெஸ்",தமிழ் ,160,Rhythm Book Distributers,2024,"நாவல்,மொழிப்பெயர்ப்பு",ஆன்மிகம்,175,9789393724847,paperback 
,,,,,,,,,,,,,,
 தி.ஜ.ரங்கநாதன்,1.ஆசிய ஜோதி நேரு,,,,-,தமிழ் ,224,வ. உ. சி. நூலகம்,2013,வாழ்க்கை வரலாறு,இந்திய அரசியல்,100,-,paperback 
"மொழிப்பெயர்ப்பு:
 தி.ஜ.ரங்கநாதன்",2.காந்தி வாழ்க்கை,,,,"மூலம்:
லூயி ஃபிஷர்",தமிழ் ,802,பழனியப்பா பிரதர்ஸ்,2007,"மொழிபெயர்ப்பு, வாழ்க்கை வரலாறு",காந்தி ,500,9788183794336,hardcover 
"""",3.குமாயுன் புலிகள்,,,,"மூலம்:
ஜிம் கார்பெட்",தமிழ் ,-,நற்றிணை பதிப்பகம்,2023,"கட்டுரை,மொழிப்பெயர்ப்பு",சூழலியல்,180,9788194966371,paperback 
"""",4.குமாயுன் புலிகள்,,,,"மூலம்:
ஜிம் கார்பெட்",தமிழ் ,176,காலச்சுவடு,2014,"கட்டுரை,மொழிப்பெயர்ப்பு",சூழலியல்,200,9788189359768,paperback 
,,,,,,,,,,,,,,
 சிட்டி,1.மண்ணாங்கட்டி,,,,-,தமிழ் ,254,நிவேதிதா பதிப்பகம்,-,கட்டுரை,-,225,-,paperback 
"மொழிப்பெயர்ப்பு:
சிட்டி ",2.தமிழர் பண்பாடும் வரலாறும்,,,,"மூலம்:
கே. ஏ. நீலகண்ட சாஸ்திரி",தமிழ் ,-,Rhythm Book Distributers,2023,"கட்டுரை, மொழிபெயர்ப்பு","பண்பாடு, தமிழ்நாடு, வரலாறு",200,-,paperback 
,,,,,,,,,,,,,,
எம்.எஸ்.கல்யாணசுந்தரம்,1.இருபது வருஷங்கள்,,,,-,தமிழ் ,216,தமிழினி வெளியீடு,2001,நாவல்,-,60,-,paperback 
,,,,,,,,,,,,,,
" மொழிப்பெயர்ப்பு:
தி.சா. ராஜு",1.மங்கியதோர் நிலவினிலே,குர்தயாள் சிங்,,,,தமிழ்,207,நேஷனல் புக் டிரஸ்ட்,-,நாவல்,-,45,8123706758,paperback 
"""",2.இதுதான் நம் வாழ்க்கை,தலீப் கௌர் டிவானா,,,,தமிழ்,89,நேஷனல் புக் டிரஸ்ட்,-,மொழிப்பெயர்ப்பு,பெண்கள்,21,8123700415,paperback 
,,,,,,,,,,,,,,
சுஜாதா 285,1.கொலையுதிர் காலம்,-,,,,தமிழ்,-,உயிர்மை பதிப்பகம் ,2019,நாவல்,க்ரைம் த்ரில்லர்,280,9788189912208,paperback 
"""",2.எப்போதும் பெண்,-,,,,தமிழ்,-,உயிர்மை பதிப்பகம்,2019,நாவல்,பெண்கள்,200,978188641022,paperback 
"""",3.கொலையுதிர் காலம் (திருமகள் நிலையம்),-,,,,தமிழ்,360,விசா பப்ளிகேஷன்ஸ்,2019,நாவல்,-,360,-,paperback 
"""",4.பெண் இயந்திரம் ,-,,,,தமிழ்,184,விசா பப்ளிகேஷன்ஸ்,2019,நாவல்,-,195,-,paperback 
"""",5.ஏறக்குறைய சொர்க்கம்,-,,,,தமிழ்,152,விசா பப்ளிகேஷன்ஸ்,2019,நாவல்,-,120,-,paperback 
"""",6.ரத்தம் ஒரே நிறம்,-,,,,தமிழ்,360,விசா பப்ளிகேஷன்ஸ்,2019,நாவல்,-,360,-,paperback 
"""",7.கடவுள்,-,,,,தமிழ்,272,உயிர்மை பதிப்பகம்,2018,கட்டுரை,மெய்யியல்,310,9789385104022,paperback 
"""",8.அப்பா அன்புள்ள அப்பா,-,,,,தமிழ்,96,விசா பப்ளிகேஷன்ஸ்,2018,நாவல்,-,45,-,paperback 
"""",9.கரையெல்லாம் செண்பகப்பூ,,,,,தமிழ்,224,விசா பப்ளிகேஷன்ஸ்,2018,நாவல்,-,125,-,paperback 
"""",9.திரைக்கதை எழுதுவது எப்படி,,,,,தமிழ்,-,உயிர்மை பதிப்பகம்,2018,கட்டுரை,சினிமா,150,-,paperback 
"""",10.மறுபடியும் கணேஷ்,,,,,தமிழ்,200,விசா பப்ளிகேஷன்ஸ்,2017,-,-,145,-,paperback 
"""",11.பிரிவோம் சந்திப்போம் (பாகம் - 1),,,,,தமிழ்,192,விசா பப்ளிகேஷன்ஸ்,2017,நாவல்,-,190,-,paperback 
"""",12.மனைவி கிடைத்தாள்,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2017,நாவல்,குடும்பம் / உறவு,160,9788184937244,paperback 
"""",13.கற்பனைக்கும் அப்பால்,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2017,கட்டுரை,அறிவியல் / தொழில்நுட்பம்,140,9788184937237,paperback 
"""",14.மத்யமர்,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2017,சிறுகதை,-,170,9788184937251,paperback 
"""",15.விவாதங்கள் விமர்சனங்கள்,,,,,தமிழ்,-,கிழக்கு பதிப்பகம்,2017,கட்டுரை,-,330,9788184937299,paperback 
"""",16.ஓரிரு எண்ணங்கள்,,,,,தமிழ்,168,கிழக்கு பதிப்பகம்,2017,கட்டுரை,-,220,9788184937268,paperback 
"""",17.கற்றதும்... பெற்றதும்... பாகம் - IV,,,,,தமிழ்,144,விகடன் பிரசுரம்,2017,கட்டுரை,-,170,9788189936112,paperback 
"""",18.சின்ன சின்ன கட்டுரைகள்,,,,,தமிழ்,136,கிழக்கு பதிப்பகம்,2017,கட்டுரை,-,190,9788184937213,paperback 
"""",19.ஜீனோம்,,,,,தமிழ்,64,கிழக்கு பதிப்பகம்,2017,கட்டுரை,அறிவியல் / தொழில்நுட்பம்,95,9788184937220,paperback 
